,Transaction ID,Medium,Revenue
700,ICC6335719988,cpc,50.0
701,ICC6335723706,cpc,50.0
702,ICC6335748450,cpc,50.0
703,ICC6335795467,cpc,50.0
704,ICC6335978544,cpc,50.0
705,ICC6335994996,cpc,50.0
706,ICC6336021375,cpc,50.0
707,ICC6336022024,cpc,50.0
708,ICC6336041979,cpc,50.0
709,ICC6336089015,cpc,50.0
710,ICC6336092815,cpc,50.0
711,ICC6336105265,cpc,50.0
712,ICC6336161949,cpc,50.0
713,ICC6336289262,cpc,50.0
714,ICC6336292004,cpc,50.0
715,ICC6336345872,cpc,50.0
716,ICC6336375998,cpc,50.0
717,ICC6336433736,cpc,50.0
718,ICC6336455229,cpc,50.0
719,ICC6336475002,cpc,50.0
720,ICC6336502980,cpc,50.0
721,ICC6336508725,cpc,50.0
722,ICC6336516660,cpc,50.0
723,ICC6336535380,cpc,50.0
724,ICC6336615367,cpc,50.0
725,ICC6336729625,cpc,50.0
726,ICC6336841777,cpc,50.0
727,ICC6336846819,cpc,50.0
728,ICC6336877496,cpc,50.0
729,ICC6336917582,cpc,50.0
730,ICC6336924822,cpc,50.0
731,ICC6337038790,cpc,50.0
732,ICC6337119818,cpc,50.0
733,ICC6337233800,cpc,50.0
734,ICC6337319216,cpc,50.0
735,ICC6337324705,cpc,50.0
736,ICC6337548378,cpc,50.0
737,ICC6337558921,cpc,50.0
738,ICC6337600548,cpc,50.0
739,ICC6337774753,cpc,50.0
740,ICC6337943093,cpc,50.0
741,ICC6338417136,cpc,50.0
742,ICC6338424860,cpc,50.0
743,ICC6338439564,cpc,50.0
744,ICC6338509024,cpc,50.0
745,ICC6338515996,cpc,50.0
746,ICC6338550277,cpc,50.0
747,ICC6338730712,cpc,50.0
748,ICC6339069521,cpc,50.0
749,ICC6339081198,cpc,50.0
750,ICC6339094623,cpc,50.0
751,ICC6339188155,cpc,50.0
752,ICC6339259090,cpc,50.0
753,ICC6339334445,cpc,50.0
754,ICC6339345637,cpc,50.0
755,ICC6339485283,cpc,50.0
756,ICC6339893872,cpc,50.0
757,ICC6340257453,cpc,50.0
758,ICC6340314403,cpc,50.0
759,ICC6340337906,cpc,50.0
760,ICC6340580124,cpc,50.0
761,ICC6340704099,cpc,50.0
762,ICC6341072574,cpc,50.0
763,ICC6341261345,cpc,50.0
764,ICC6341405373,cpc,50.0
765,ICC6342053541,cpc,50.0
766,ICC6343607539,cpc,50.0
767,ICC6343737600,cpc,50.0
768,ICC6344472007,cpc,50.0
769,ICC6344810035,cpc,50.0
770,ICC6345843072,cpc,50.0
771,ICC6346083628,cpc,50.0
772,ICC6346309640,cpc,50.0
773,ICC6347747077,cpc,50.0
774,ICC6347751965,cpc,50.0
775,ICC6347937684,cpc,50.0
776,ICC6347977125,cpc,50.0
777,ICC6348120364,cpc,50.0
778,ICC6349506894,cpc,50.0
779,ICC6349986291,cpc,50.0
780,ICC6351102328,cpc,50.0
781,ICC6351378190,cpc,50.0
782,ICC6353844523,cpc,50.0
783,ICC6354890499,cpc,50.0
784,ICC6356028651,cpc,50.0
785,ICC6357132495,cpc,50.0
786,ICC6357483420,cpc,50.0
787,ICC6357943772,cpc,50.0
788,ICC6840365985,cpc,50.0
789,ICC6840386206,cpc,50.0
790,ICC6840386870,cpc,50.0
791,ICC6840390753,cpc,50.0
792,ICC6840423299,cpc,50.0
793,ICC6840517581,cpc,50.0
794,ICC6840601448,cpc,50.0
795,ICC6840612210,cpc,50.0
796,ICC6840783744,cpc,50.0
797,ICC6841016821,cpc,50.0
798,ICC6841042503,cpc,50.0
799,ICC6841056257,cpc,50.0
800,ICC6841098380,cpc,50.0
801,ICC6841109347,cpc,50.0
802,ICC6841194409,cpc,50.0
803,ICC6841243264,cpc,50.0
804,ICC6841314639,cpc,50.0
805,ICC6841446941,cpc,50.0
806,ICC6841506714,cpc,50.0
807,ICC6841519182,cpc,50.0
808,ICC6841533881,cpc,50.0
809,ICC6841547655,cpc,50.0
810,ICC6841639261,cpc,50.0
811,ICC6841639479,cpc,50.0
812,ICC6841640567,cpc,50.0
813,ICC6841654567,cpc,50.0
814,ICC6841828080,cpc,50.0
815,ICC6841905571,cpc,50.0
816,ICC6841972315,cpc,50.0
817,ICC6841985608,cpc,50.0
818,ICC6841997886,cpc,50.0
819,ICC6842035923,cpc,50.0
820,ICC6842152430,cpc,50.0
821,ICC6842160946,cpc,50.0
822,ICC6842278169,cpc,50.0
823,ICC6842334347,cpc,50.0
824,ICC6842429477,cpc,50.0
825,ICC6842639785,cpc,50.0
826,ICC6842800580,cpc,50.0
827,ICC6842836886,cpc,50.0
828,ICC6842940509,cpc,50.0
829,ICC6842947939,cpc,50.0
830,ICC6843044883,cpc,50.0
831,ICC6843063832,cpc,50.0
832,ICC6843515311,cpc,50.0
833,ICC6843615960,cpc,50.0
834,ICC6843691360,cpc,50.0
835,ICC6843719693,cpc,50.0
836,ICC6843941083,cpc,50.0
837,ICC6843961701,cpc,50.0
838,ICC6843985615,cpc,50.0
839,ICC6843994146,cpc,50.0
840,ICC6844038629,cpc,50.0
841,ICC6844432440,cpc,50.0
842,ICC6844442825,cpc,50.0
843,ICC6844448593,cpc,50.0
844,ICC6844492673,cpc,50.0
845,ICC6844509659,cpc,50.0
846,ICC6844568298,cpc,50.0
847,ICC6844592251,cpc,50.0
848,ICC6844627808,cpc,50.0
849,ICC6844693556,cpc,50.0
850,ICC6844763653,cpc,50.0
851,ICC6844802599,cpc,50.0
852,ICC6845153084,cpc,50.0
853,ICC6845189245,cpc,50.0
854,ICC6845252699,cpc,50.0
855,ICC6845519482,cpc,50.0
856,ICC6845630193,cpc,50.0
857,ICC6845705947,cpc,50.0
858,ICC6845718814,cpc,50.0
859,ICC6845890399,cpc,50.0
860,ICC6846028553,cpc,50.0
861,ICC6846076217,cpc,50.0
862,ICC6846319502,cpc,50.0
863,ICC6846718381,cpc,50.0
864,ICC6846950701,cpc,50.0
865,ICC6847645544,cpc,50.0
866,ICC6847910688,cpc,50.0
867,ICC6848190141,cpc,50.0
868,ICC6848217474,cpc,50.0
869,ICC6848714056,cpc,50.0
870,ICC6849830172,cpc,50.0
871,ICC6850153798,cpc,50.0
872,ICC6850302532,cpc,50.0
873,ICC6850316937,cpc,50.0
874,ICC6850596753,cpc,50.0
875,ICC6850926117,cpc,50.0
876,ICC6850927750,cpc,50.0
877,ICC6850983690,cpc,50.0
878,ICC6851097131,cpc,50.0
879,ICC6851963139,cpc,50.0
880,ICC6852254206,cpc,50.0
881,ICC6852554240,cpc,50.0
882,ICC6854165738,cpc,50.0
883,ICC6855086031,cpc,50.0
884,ICC6855662279,cpc,50.0
885,ICC6856293607,cpc,50.0
886,ICC6856418085,cpc,50.0
887,ICC6856727851,cpc,50.0
888,ICC6857106143,cpc,50.0
889,ICC6859492670,cpc,50.0
890,ICC6859874565,cpc,50.0
891,ICC6859879330,cpc,50.0
892,ICC6861603342,cpc,50.0
893,ICC6862396150,cpc,50.0
894,ICC7333632359,cpc,50.0
895,ICC7333651439,cpc,50.0
896,ICC7333727562,cpc,50.0
897,ICC7333787647,cpc,50.0
898,ICC7333788446,cpc,50.0
899,ICC7333905143,cpc,50.0
900,ICC7333925690,cpc,50.0
901,ICC7333948158,cpc,50.0
902,ICC7333983038,cpc,50.0
903,ICC7334053083,cpc,50.0
904,ICC7334057162,cpc,50.0
905,ICC7334100532,cpc,50.0
906,ICC7334192042,cpc,50.0
907,ICC7334233224,cpc,50.0
908,ICC7334379017,cpc,50.0
909,ICC7334391696,cpc,50.0
910,ICC7334411050,cpc,50.0
911,ICC7334429151,cpc,50.0
912,ICC7334447613,cpc,50.0
913,ICC7334477808,cpc,50.0
914,ICC7334481127,cpc,50.0
915,ICC7334496174,cpc,50.0
916,ICC7334577701,cpc,50.0
917,ICC7334642395,cpc,50.0
918,ICC7334680218,cpc,50.0
919,ICC7334826350,cpc,50.0
920,ICC7334857500,cpc,50.0
921,ICC7334866760,cpc,50.0
922,ICC7334870292,cpc,50.0
923,ICC7334909844,cpc,50.0
924,ICC7335027802,cpc,50.0
925,ICC7335325631,cpc,50.0
926,ICC7335325817,cpc,50.0
927,ICC7335405681,cpc,50.0
928,ICC7335608678,cpc,50.0
929,ICC7335715063,cpc,50.0
930,ICC7335816211,cpc,50.0
931,ICC7335820385,cpc,50.0
932,ICC7336011628,cpc,50.0
933,ICC7336014010,cpc,50.0
934,ICC7336022696,cpc,50.0
935,ICC7336046744,cpc,50.0
936,ICC7336060373,cpc,50.0
937,ICC7336088896,cpc,50.0
938,ICC7336161412,cpc,50.0
939,ICC7336261659,cpc,50.0
940,ICC7336335932,cpc,50.0
941,ICC7336890016,cpc,50.0
942,ICC7336926419,cpc,50.0
943,ICC7336977788,cpc,50.0
944,ICC7336980117,cpc,50.0
945,ICC7337004047,cpc,50.0
946,ICC7337046297,cpc,50.0
947,ICC7337182756,cpc,50.0
948,ICC7337335615,cpc,50.0
949,ICC7337421380,cpc,50.0
950,ICC7337628812,cpc,50.0
951,ICC7337651658,cpc,50.0
952,ICC7337660349,cpc,50.0
953,ICC7337661295,cpc,50.0
954,ICC7337774953,cpc,50.0
955,ICC7337783997,cpc,50.0
956,ICC7337789867,cpc,50.0
957,ICC7337911234,cpc,50.0
958,ICC7338363875,cpc,50.0
959,ICC7338452551,cpc,50.0
960,ICC7338694304,cpc,50.0
961,ICC7338736238,cpc,50.0
962,ICC7338785687,cpc,50.0
963,ICC7338860646,cpc,50.0
964,ICC7339302662,cpc,50.0
965,ICC7339445575,cpc,50.0
966,ICC7339584089,cpc,50.0
967,ICC7339928518,cpc,50.0
968,ICC7340421461,cpc,50.0
969,ICC7340577696,cpc,50.0
970,ICC7341369774,cpc,50.0
971,ICC7341443450,cpc,50.0
972,ICC7341849351,cpc,50.0
973,ICC7342649739,cpc,50.0
974,ICC7343873188,cpc,50.0
975,ICC7344992669,cpc,50.0
976,ICC7345493811,cpc,50.0
977,ICC7347643274,cpc,50.0
978,ICC7347647949,cpc,50.0
979,ICC7348873030,cpc,50.0
980,ICC7350153417,cpc,50.0
981,ICC7350334033,cpc,50.0
982,ICC7351535448,cpc,50.0
983,ICC7354745877,cpc,50.0
984,ICC7354834705,cpc,50.0
985,ICC7356406988,cpc,50.0
986,ICC7839693081,cpc,50.0
987,ICC7839799673,cpc,50.0
988,ICC7839862964,cpc,50.0
989,ICC7840029853,cpc,50.0
990,ICC7840103172,cpc,50.0
991,ICC7840185150,cpc,50.0
992,ICC7840386990,cpc,50.0
993,ICC7840389294,cpc,50.0
994,ICC7840396676,cpc,50.0
995,ICC7840411806,cpc,50.0
996,ICC7840435921,cpc,50.0
997,ICC7840437101,cpc,50.0
998,ICC7840456127,cpc,50.0
999,ICC7840575268,cpc,50.0
1000,ICC7840676649,cpc,50.0
1001,ICC7840810453,cpc,50.0
1002,ICC7840815720,cpc,50.0
1003,ICC7840950940,cpc,50.0
1004,ICC7840964328,cpc,50.0
1005,ICC7840969052,cpc,50.0
1006,ICC7841010741,cpc,50.0
1007,ICC7841021099,cpc,50.0
1008,ICC7841165115,cpc,50.0
1009,ICC7841199164,cpc,50.0
1010,ICC7841217251,cpc,50.0
1011,ICC7841223994,cpc,50.0
1012,ICC7841239722,cpc,50.0
1013,ICC7841256068,cpc,50.0
1014,ICC7841332345,cpc,50.0
1015,ICC7841373087,cpc,50.0
1016,ICC7841439630,cpc,50.0
1017,ICC7841621065,cpc,50.0
1018,ICC7841849909,cpc,50.0
1019,ICC7842047485,cpc,50.0
1020,ICC7842099535,cpc,50.0
1021,ICC7842102890,cpc,50.0
1022,ICC7842187198,cpc,50.0
1023,ICC7842212934,cpc,50.0
1024,ICC7842275856,cpc,50.0
1025,ICC7842308626,cpc,50.0
1026,ICC7842322200,cpc,50.0
1027,ICC7842348023,cpc,50.0
1028,ICC7842356776,cpc,50.0
1029,ICC7842436522,cpc,50.0
1030,ICC7842495888,cpc,50.0
1031,ICC7843081718,cpc,50.0
1032,ICC7843130585,cpc,50.0
1033,ICC7843327942,cpc,50.0
1034,ICC7843399348,cpc,50.0
1035,ICC7843495408,cpc,50.0
1036,ICC7843717824,cpc,50.0
1037,ICC7843807973,cpc,50.0
1038,ICC7843811434,cpc,50.0
1039,ICC7843987700,cpc,50.0
1040,ICC7844011261,cpc,50.0
1041,ICC7844130819,cpc,50.0
1042,ICC7844410001,cpc,50.0
1043,ICC7844532157,cpc,50.0
1044,ICC7844599741,cpc,50.0
1045,ICC7844781841,cpc,50.0
1046,ICC7845174014,cpc,50.0
1047,ICC7845350145,cpc,50.0
1048,ICC7845391346,cpc,50.0
1049,ICC7845453701,cpc,50.0
1050,ICC7845899926,cpc,50.0
1051,ICC7846072927,cpc,50.0
1052,ICC7846166018,cpc,50.0
1053,ICC7846519460,cpc,50.0
1054,ICC7846530028,cpc,50.0
1055,ICC7846624593,cpc,50.0
1056,ICC7846929490,cpc,50.0
1057,ICC7847635059,cpc,50.0
1058,ICC7847758912,cpc,50.0
1059,ICC7849633533,cpc,50.0
1060,ICC7849659397,cpc,50.0
1061,ICC7849831573,cpc,50.0
1062,ICC7849890841,cpc,50.0
1063,ICC7850080825,cpc,50.0
1064,ICC7850177633,cpc,50.0
1065,ICC7850205860,cpc,50.0
1066,ICC7850260690,cpc,50.0
1067,ICC7850263132,cpc,50.0
1068,ICC7851339187,cpc,50.0
1069,ICC7851759052,cpc,50.0
1070,ICC7851797775,cpc,50.0
1071,ICC7852289124,cpc,50.0
1072,ICC7853185122,cpc,50.0
1073,ICC7854343217,cpc,50.0
1074,ICC7854421428,cpc,50.0
1075,ICC7856787555,cpc,50.0
1076,ICC7857637731,cpc,50.0
1077,ICC7859677129,cpc,50.0
1078,ICC7860152094,cpc,50.0
1079,ICC7860604149,cpc,50.0
1080,ICC7862287414,cpc,50.0
1081,ICC7863131306,cpc,50.0
1082,ICC7864249712,cpc,50.0
1083,ICC8193167136,cpc,50.0
1084,ICC8193656485,cpc,50.0
1085,ICC8193952663,cpc,50.0
1086,ICC8194013451,cpc,50.0
1087,ICC8194013780,cpc,50.0
1088,ICC8194016160,cpc,50.0
1089,ICC8194017243,cpc,50.0
1090,ICC8194022300,cpc,50.0
1091,ICC8194182983,cpc,50.0
1092,ICC8194207585,cpc,50.0
1093,ICC8194233729,cpc,50.0
1094,ICC8194258234,cpc,50.0
1095,ICC8194291266,cpc,50.0
1096,ICC8194297935,cpc,50.0
1097,ICC8194310325,cpc,50.0
1098,ICC8194324579,cpc,50.0
1099,ICC8194330843,cpc,50.0
1100,ICC8194334775,cpc,50.0
1101,ICC8194444342,cpc,50.0
1102,ICC8194507165,cpc,50.0
1103,ICC8194592433,cpc,50.0
1104,ICC8194593943,cpc,50.0
1105,ICC8194607778,cpc,50.0
1106,ICC8194612520,cpc,50.0
1107,ICC8194655621,cpc,50.0
1108,ICC8194693266,cpc,50.0
1109,ICC8194732865,cpc,50.0
1110,ICC8194793940,cpc,50.0
1111,ICC8195171757,cpc,50.0
1112,ICC8195192157,cpc,50.0
1113,ICC8195442730,cpc,50.0
1114,ICC8195850160,cpc,50.0
1115,ICC8195854153,cpc,50.0
1116,ICC8195857767,cpc,50.0
1117,ICC8195876745,cpc,50.0
1118,ICC8195903166,cpc,50.0
1119,ICC8196029350,cpc,50.0
1120,ICC8196091455,cpc,50.0
1121,ICC8196124237,cpc,50.0
1122,ICC8196803304,cpc,50.0
1123,ICC8196850826,cpc,50.0
1124,ICC8197008895,cpc,50.0
1125,ICC8197050124,cpc,50.0
1126,ICC8197088390,cpc,50.0
1127,ICC8197223955,cpc,50.0
1128,ICC8197507985,cpc,50.0
1129,ICC8197647216,cpc,50.0
1130,ICC8197654542,cpc,50.0
1131,ICC8197721228,cpc,50.0
1132,ICC8197768754,cpc,50.0
1133,ICC8197879110,cpc,50.0
1134,ICC8197880786,cpc,50.0
1135,ICC8197935174,cpc,50.0
1136,ICC8197984799,cpc,50.0
1137,ICC8198325262,cpc,50.0
1138,ICC8198398852,cpc,50.0
1139,ICC8198417208,cpc,50.0
1140,ICC8198492098,cpc,50.0
1141,ICC8198500735,cpc,50.0
1142,ICC8198501925,cpc,50.0
1143,ICC8198556488,cpc,50.0
1144,ICC8198751723,cpc,50.0
1145,ICC8198777484,cpc,50.0
1146,ICC8198799174,cpc,50.0
1147,ICC8199747601,cpc,50.0
1148,ICC8199825981,cpc,50.0
1149,ICC8199899879,cpc,50.0
1150,ICC8200634482,cpc,50.0
1151,ICC8201041014,cpc,50.0
1152,ICC8201290741,cpc,50.0
1153,ICC8201395051,cpc,50.0
1154,ICC8201506126,cpc,50.0
1155,ICC8201807539,cpc,50.0
1156,ICC8202106869,cpc,50.0
1157,ICC8202613967,cpc,50.0
1158,ICC8204223005,cpc,50.0
1159,ICC8204227018,cpc,50.0
1160,ICC8204583033,cpc,50.0
1161,ICC8204657157,cpc,50.0
1162,ICC8204726075,cpc,50.0
1163,ICC8204912377,cpc,50.0
1164,ICC8205113715,cpc,50.0
1165,ICC8205116734,cpc,50.0
1166,ICC8205698342,cpc,50.0
1167,ICC8205780430,cpc,50.0
1168,ICC8205930566,cpc,50.0
1169,ICC8206368947,cpc,50.0
1170,ICC8206671342,cpc,50.0
1171,ICC8207151925,cpc,50.0
1172,ICC8208139107,cpc,50.0
1173,ICC8208186524,cpc,50.0
1174,ICC8208967378,cpc,50.0
1175,ICC8209580268,cpc,50.0
1176,ICC8211861400,cpc,50.0
1177,ICC8213049948,cpc,50.0
1178,ICC8214026969,cpc,50.0
1179,ICC8214058061,cpc,50.0
1180,ICC8214161748,cpc,50.0
1181,ICC8214869227,cpc,50.0
1182,ICC8694311539,cpc,50.0
1183,ICC8694381634,cpc,50.0
1184,ICC8694636727,cpc,50.0
1185,ICC8694831789,cpc,50.0
1186,ICC8694978233,cpc,50.0
1187,ICC8694994524,cpc,50.0
1188,ICC8694999814,cpc,50.0
1189,ICC8695085809,cpc,50.0
1190,ICC8695205803,cpc,50.0
1191,ICC8695266257,cpc,50.0
1192,ICC8695319012,cpc,50.0
1193,ICC8695423094,cpc,50.0
1194,ICC8695448780,cpc,50.0
1195,ICC8695473100,cpc,50.0
1196,ICC8695536697,cpc,50.0
1197,ICC8695667994,cpc,50.0
1198,ICC8695698486,cpc,50.0
1199,ICC8695792332,cpc,50.0
1200,ICC8695800893,cpc,50.0
1201,ICC8695885134,cpc,50.0
1202,ICC8696116542,cpc,50.0
1203,ICC8696167641,cpc,50.0
1204,ICC8696314440,cpc,50.0
1205,ICC8696322732,cpc,50.0
1206,ICC8696338155,cpc,50.0
1207,ICC8696504236,cpc,50.0
1208,ICC8696530038,cpc,50.0
1209,ICC8696616569,cpc,50.0
1210,ICC8696626238,cpc,50.0
1211,ICC8696710317,cpc,50.0
1212,ICC8696937299,cpc,50.0
1213,ICC8696940597,cpc,50.0
1214,ICC8696979747,cpc,50.0
1215,ICC8696991874,cpc,50.0
1216,ICC8697038687,cpc,50.0
1217,ICC8697044790,cpc,50.0
1218,ICC8697173514,cpc,50.0
1219,ICC8697202940,cpc,50.0
1220,ICC8697679490,cpc,50.0
1221,ICC8697804591,cpc,50.0
1222,ICC8697877314,cpc,50.0
1223,ICC8698056345,cpc,50.0
1224,ICC8698134522,cpc,50.0
1225,ICC8698187924,cpc,50.0
1226,ICC8698216899,cpc,50.0
1227,ICC8698505648,cpc,50.0
1228,ICC8698511513,cpc,50.0
1229,ICC8698512662,cpc,50.0
1230,ICC8698644096,cpc,50.0
1231,ICC8698656565,cpc,50.0
1232,ICC8698795129,cpc,50.0
1233,ICC8698870818,cpc,50.0
1234,ICC8699027369,cpc,50.0
1235,ICC8699583969,cpc,50.0
1236,ICC8699698685,cpc,50.0
1237,ICC8700015929,cpc,50.0
1238,ICC8700061118,cpc,50.0
1239,ICC8700167898,cpc,50.0
1240,ICC8700205832,cpc,50.0
1241,ICC8700317220,cpc,50.0
1242,ICC8700901613,cpc,50.0
1243,ICC8700968786,cpc,50.0
1244,ICC8701361103,cpc,50.0
1245,ICC8702174998,cpc,50.0
1246,ICC8702422488,cpc,50.0
1247,ICC8703087763,cpc,50.0
1248,ICC8703703166,cpc,50.0
1249,ICC8704247544,cpc,50.0
1250,ICC8705297101,cpc,50.0
1251,ICC8705465915,cpc,50.0
1252,ICC8705561096,cpc,50.0
1253,ICC8705676794,cpc,50.0
1254,ICC8706513485,cpc,50.0
1255,ICC8708235884,cpc,50.0
1256,ICC8708956875,cpc,50.0
1257,ICC8708965548,cpc,50.0
1258,ICC8708972457,cpc,50.0
1259,ICC8710039347,cpc,50.0
1260,ICC8711931871,cpc,50.0
1261,ICC8713598863,cpc,50.0
1262,ICC8714489998,cpc,50.0
1263,ICC8715941957,cpc,50.0
1264,ICC8716519611,cpc,50.0
1265,ICC8716935178,cpc,50.0
1266,ICC8717186975,cpc,50.0
1267,ICC8717393138,cpc,50.0
1268,ICC8717476715,cpc,50.0
1269,ICC8717477179,cpc,50.0
1270,ICC9195274744,cpc,50.0
1271,ICC9195331980,cpc,50.0
1272,ICC9195581404,cpc,50.0
1273,ICC9195583071,cpc,50.0
1274,ICC9195958495,cpc,50.0
1275,ICC9195964784,cpc,50.0
1276,ICC9196003560,cpc,50.0
1277,ICC9196028847,cpc,50.0
1278,ICC9196193571,cpc,50.0
1279,ICC9196209039,cpc,50.0
1280,ICC9196215559,cpc,50.0
1281,ICC9196218001,cpc,50.0
1282,ICC9196279514,cpc,50.0
1283,ICC9196297666,cpc,50.0
1284,ICC9196312955,cpc,50.0
1285,ICC9196354728,cpc,50.0
1286,ICC9196407485,cpc,50.0
1287,ICC9196417776,cpc,50.0
1288,ICC9196611957,cpc,50.0
1289,ICC9196618818,cpc,50.0
1290,ICC9196623032,cpc,50.0
1291,ICC9196671141,cpc,50.0
1292,ICC9196686642,cpc,50.0
1293,ICC9196742166,cpc,50.0
1294,ICC9196799111,cpc,50.0
1295,ICC9196802537,cpc,50.0
1296,ICC9196852183,cpc,50.0
1297,ICC9196909222,cpc,50.0
1298,ICC9197156934,cpc,50.0
1299,ICC9197195434,cpc,50.0
1300,ICC9197207061,cpc,50.0
1301,ICC9197275536,cpc,50.0
1302,ICC9197370836,cpc,50.0
1303,ICC9197400515,cpc,50.0
1304,ICC9197439809,cpc,50.0
1305,ICC9197509427,cpc,50.0
1306,ICC9197610946,cpc,50.0
1307,ICC9197688575,cpc,50.0
1308,ICC9197771224,cpc,50.0
1309,ICC9197776061,cpc,50.0
1310,ICC9198020618,cpc,50.0
1311,ICC9198066217,cpc,50.0
1312,ICC9198075420,cpc,50.0
1313,ICC9198086836,cpc,50.0
1314,ICC9198197471,cpc,50.0
1315,ICC9198200680,cpc,50.0
1316,ICC9198211015,cpc,50.0
1317,ICC9198259144,cpc,50.0
1318,ICC9198310912,cpc,50.0
1319,ICC9198523984,cpc,50.0
1320,ICC9198925797,cpc,50.0
1321,ICC9198956474,cpc,50.0
1322,ICC9199007188,cpc,50.0
1323,ICC9199191334,cpc,50.0
1324,ICC9199288374,cpc,50.0
1325,ICC9199411980,cpc,50.0
1326,ICC9199699835,cpc,50.0
1327,ICC9199763511,cpc,50.0
1328,ICC9199935254,cpc,50.0
1329,ICC9199954337,cpc,50.0
1330,ICC9199955318,cpc,50.0
1331,ICC9199962171,cpc,50.0
1332,ICC9200605418,cpc,50.0
1333,ICC9200621758,cpc,50.0
1334,ICC9200632278,cpc,50.0
1335,ICC9200666248,cpc,50.0
1336,ICC9200782075,cpc,50.0
1337,ICC9200992831,cpc,50.0
1338,ICC9201252330,cpc,50.0
1339,ICC9201924777,cpc,50.0
1340,ICC9201994047,cpc,50.0
1341,ICC9202935005,cpc,50.0
1342,ICC9203491202,cpc,50.0
1343,ICC9203579043,cpc,50.0
1344,ICC9203642195,cpc,50.0
1345,ICC9204565156,cpc,50.0
1346,ICC9206136315,cpc,50.0
1347,ICC9206166578,cpc,50.0
1348,ICC9206562612,cpc,50.0
1349,ICC9206966767,cpc,50.0
1350,ICC9206977117,cpc,50.0
1351,ICC9207006086,cpc,50.0
1352,ICC9207598502,cpc,50.0
1353,ICC9207780916,cpc,50.0
1354,ICC9210157560,cpc,50.0
1355,ICC9215648372,cpc,50.0
1356,ICC9216076970,cpc,50.0
1357,ICC9216121648,cpc,50.0
1358,ICC9216138326,cpc,50.0
1359,ICC9216285407,cpc,50.0
1360,ICC9216457733,cpc,50.0
1361,ICC9216585857,cpc,50.0
1362,ICC9218202589,cpc,50.0
1363,ICC9218354389,cpc,50.0
1364,ICC9218492952,cpc,50.0
1365,ICC9219736691,cpc,50.0
1366,ICC9220097046,cpc,50.0
1367,ICC9693398329,cpc,50.0
1368,ICC9693517311,cpc,50.0
1369,ICC9693608217,cpc,50.0
1370,ICC9693641121,cpc,50.0
1371,ICC9693725073,cpc,50.0
1372,ICC9693889513,cpc,50.0
1373,ICC9693903731,cpc,50.0
1374,ICC9693905838,cpc,50.0
1375,ICC9693990287,cpc,50.0
1376,ICC9693990992,cpc,50.0
1377,ICC9694172645,cpc,50.0
1378,ICC9694175442,cpc,50.0
1379,ICC9694196206,cpc,50.0
1380,ICC9694236815,cpc,50.0
1381,ICC9694247368,cpc,50.0
1382,ICC9694305754,cpc,50.0
1383,ICC9694327043,cpc,50.0
1384,ICC9694382722,cpc,50.0
1385,ICC9694401919,cpc,50.0
1386,ICC9694539620,cpc,50.0
1387,ICC9694597270,cpc,50.0
1388,ICC9694628324,cpc,50.0
1389,ICC9694665545,cpc,50.0
1390,ICC9694689048,cpc,50.0
1391,ICC9694710621,cpc,50.0
1392,ICC9694727375,cpc,50.0
1393,ICC9694771108,cpc,50.0
1394,ICC9694797994,cpc,50.0
1395,ICC9694803077,cpc,50.0
1396,ICC9694804872,cpc,50.0
1397,ICC9694813149,cpc,50.0
1398,ICC9694814532,cpc,50.0
1399,ICC9695193893,cpc,50.0
1400,ICC9695237249,cpc,50.0
1401,ICC9695303927,cpc,50.0
1402,ICC9695520398,cpc,50.0
1403,ICC9695604067,cpc,50.0
1404,ICC9695605911,cpc,50.0
1405,ICC9695772005,cpc,50.0
1406,ICC9695824235,cpc,50.0
1407,ICC9695858179,cpc,50.0
1408,ICC9695874414,cpc,50.0
1409,ICC9695949745,cpc,50.0
1410,ICC9696126340,cpc,50.0
1411,ICC9696201210,cpc,50.0
1412,ICC9696736165,cpc,50.0
1413,ICC9696793929,cpc,50.0
1414,ICC9696800780,cpc,50.0
1415,ICC9696810733,cpc,50.0
1416,ICC9696815400,cpc,50.0
1417,ICC9696863584,cpc,50.0
1418,ICC9697036597,cpc,50.0
1419,ICC9697208459,cpc,50.0
1420,ICC9697477480,cpc,50.0
1421,ICC9697553655,cpc,50.0
1422,ICC9697844663,cpc,50.0
1423,ICC9697990132,cpc,50.0
1424,ICC9698276952,cpc,50.0
1425,ICC9698637301,cpc,50.0
1426,ICC9698719858,cpc,50.0
1427,ICC9699270417,cpc,50.0
1428,ICC9699281511,cpc,50.0
1429,ICC9700069818,cpc,50.0
1430,ICC9700416866,cpc,50.0
1431,ICC9700732298,cpc,50.0
1432,ICC9701843726,cpc,50.0
1433,ICC9703221551,cpc,50.0
1434,ICC9703833903,cpc,50.0
1435,ICC9703843099,cpc,50.0
1436,ICC9704001596,cpc,50.0
1437,ICC9704028134,cpc,50.0
1438,ICC9704064040,cpc,50.0
1439,ICC9704856205,cpc,50.0
1440,ICC9704861429,cpc,50.0
1441,ICC9704876758,cpc,50.0
1442,ICC9706379901,cpc,50.0
1443,ICC9707127922,cpc,50.0
1444,ICC9709012082,cpc,50.0
1445,ICC9709853655,cpc,50.0
1446,ICC9711455197,cpc,50.0
1447,ICC9712457004,cpc,50.0
1448,ICC9713561565,cpc,50.0
1449,ICC9714016378,cpc,50.0
1450,ICC9714502581,cpc,50.0
